Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,20.9175,368.93333333333334,0.21400000000000005,2.5460000000000003,0.9560000000000001,0.67,0.035,0.035
Atlanta Falcons,ATL,22.4475,378.1666666666667,0.182,2.382,0.696,0.6040000000000001,0.0075,0.045
Baltimore Ravens,BAL,21.9575,374.1666666666667,0.178,2.364,0.712,0.6679999999999999,0.0325,0.035
Buffalo Bills,BUF,24.72,326.43333333333334,0.196,2.2020000000000004,1.0379999999999998,0.694,0.060000000000000005,0.035
Carolina Panthers,CAR,25.735,363.7,0.176,2.6799999999999997,0.7479999999999999,0.734,0.0075,0.095
Chicago Bears,CHI,23.43,372.3,0.22000000000000003,2.39,0.8400000000000001,0.656,0.0575,0.09
Cincinnati Bengals,CIN,29.184039788327645,407.3609822398389,0.19519783602506488,1.765861031189401,0.7286494613928305,0.5212570512641226,0.006664400161342988,0.095
Cleveland Browns,CLE,25.642500000000002,388.2,0.194,2.334,1.0699999999999998,0.648,0.0075,0.045
Dallas Cowboys,DAL,20.48,329.1666666666667,0.10800000000000001,2.5220000000000002,0.614,0.7979999999999999,0.005,0.035
Denver Broncos,DEN,20.2075,284.7,0.21400000000000002,2.3920000000000003,0.876,0.5660000000000001,0.0075,0.10500000000000001
Detroit Lions,DET,21.487499999999997,311.59999999999997,0.20400000000000001,2.1,0.932,0.6739999999999999,0.005,0.1
Green Bay Packers,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Texans,HOU,24.137500000000003,351.4666666666667,0.188,2.3579999999999997,0.9700000000000001,0.7000000000000001,0.08,0.035
Indianapolis Colts,IND,18.8,292.96666666666664,0.174,2.556,0.99,0.6120000000000001,0.0075,0.045
Jacksonville Jaguars,JAX,18.645,320.03333333333336,0.25600000000000006,3.4120000000000004,1.232,0.65,0.04,0.04
Kansas City Chiefs,KC,23.3275,379.09999999999997,0.196,2.1239999999999997,0.958,0.62,0.0075,0.05
Los Angeles Chargers,LAC,18.307499999999997,313.43333333333334,0.18000000000000002,2.788,0.9339999999999999,0.5640000000000001,0.0125,0.035
Los Angeles Rams,LAR,21.21,352.23333333333335,0.27999999999999997,2.716,1.172,0.696,0.0325,0.06
Miami Dolphins,MIA,23.372500000000002,379.90000000000003,0.20600000000000002,2.162,0.916,0.5900000000000001,0.01,0.06
Minnesota Vikings,MIN,20.642500000000002,317.26666666666665,0.23600000000000004,2.3899999999999997,1.072,0.664,0.0325,0.04
New England Patriots,NE,21.9125,366.5,0.174,2.3720000000000003,0.798,0.6100000000000001,0.0325,0.095
New Orleans Saints,NO,26.717499999999998,372.43333333333334,0.188,2.114,0.842,0.63,0.005,0.045
New York Giants,NYG,28.4575,403.40000000000003,0.2,1.722,0.6859999999999999,0.476,0.005,0.085
New York Jets,NYJ,23.3625,389.0333333333333,0.174,2.244,0.782,0.7420000000000001,0.0125,0.035
Oakland Raiders,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia Eagles,PHI,19.3975,343.9666666666667,0.202,2.2439999999999998,0.9500000000000002,0.634,0.035,0.1
Pittsburgh Steelers,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Francisco 49ers,SF,30.0825,414.1666666666667,0.142,1.782,0.6900000000000001,0.568,0.01,0.04
Seattle Seahawks,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tampa Bay Buccaneers,TB,22.7225,393.40000000000003,0.202,2.502,0.89,0.7779999999999999,0.0125,0.095
Tennessee Titans,TEN,25.9025,384.4666666666667,0.20600000000000002,1.75,0.732,0.604,0.005,0.07500000000000001
Washington Redskins,WAS,21.5225,351.8666666666666,0.18600000000000003,2.516,0.8119999999999999,0.6519999999999999,0.0125,0.035
