Player,FG,FGA,FGLg,XP,XPAtt,XPB,FPTS,POS
"Greg Zuerlein, LAR",2.4,2.5,0,3.1,3.1,0.0,10,K
"Justin Tucker, BAL",2.2,2.4,0,2.6,2.6,0.0,9,K
"Wil Lutz, NO",2.0,2.4,0,3.3,3.3,0.0,9,K
"Stephen Gostkowski, NE",2.1,2.4,0,2.9,2.9,0.0,9,K
"Adam Vinatieri, IND",2.1,2.4,0,2.5,2.5,0.0,9,K
"Matt Prater, DET",2.0,2.3,0,2.7,2.7,0.0,9,K
"Daniel Carlson, OAK",2.1,2.5,0,2.5,2.5,0.0,8,K
"Jake Elliott, PHI",2.0,2.3,0,2.4,2.4,0.0,8,K
"Harrison Butker, KC",1.9,2.1,0,2.5,2.5,0.0,8,K
"Phil Dawson, ARI",1.9,2.4,0,2.4,2.4,0.0,8,K
"Chris Boswell, PIT",1.9,2.0,0,2.4,2.4,0.0,8,K
"Caleb Sturgis, LAC",1.8,2.0,0,2.5,2.5,0.0,8,K
"Robbie Gould, SF",2.0,2.1,0,1.9,1.9,0.0,8,K
"Mason Crosby, GB",1.6,1.9,0,2.9,2.9,0.0,7,K
"Brandon McManus, DEN",1.8,2.3,0,2.0,2.0,0.0,7,K
"Matt Bryant, ATL",1.7,1.9,0,2.0,2.0,0.0,7,K
"Graham Gano, CAR",1.7,1.9,0,2.2,2.2,0.0,7,K
"Ka'imi Fairbairn, HOU",1.7,2.1,0,2.0,2.0,0.0,7,K
"Josh Lambo, JAC",1.6,1.8,0,2.2,2.2,0.0,7,K
"Ryan Succop, TEN",1.6,1.9,0,2.1,2.1,0.0,7,K
"Chandler Catanzaro, CAR",1.5,1.9,0,2.0,2.0,0.0,6,K
"Brett Maher, DAL",1.4,1.7,0,2.2,2.2,0.0,6,K
"Randy Bullock, CIN",1.4,1.5,0,2.2,2.2,0.0,6,K
"Jason Sanders, MIA",1.4,1.7,0,2.0,2.0,0.0,6,K
"Mike Nugent, OAK",1.3,1.6,0,2.1,2.1,0.0,6,K
"Sebastian Janikowski, SEA",1.3,1.6,0,2.0,2.0,0.0,6,K
"Dustin Hopkins, WAS",1.3,1.6,0,2.0,2.0,0.0,5,K
"Aldrick Rosas, NYG",1.3,1.8,0,1.8,1.8,0.0,5,K
"Stephen Hauschka, BUF",1.3,1.4,0,1.5,1.5,0.0,5,K
"Cody Parkey, CHI",1.2,1.4,0,1.8,1.8,0.0,5,K
"Zane Gonzalez, ARI",1.1,1.5,0,1.9,1.9,0.0,5,K
"Jason Myers, NYJ",1.2,1.5,0,1.6,1.6,0.0,5,K
"Trevor Moore, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Nick Folk, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Connor Barth, CHI",0.0,0.0,0,0.0,0.0,0.0,0,K
"Dan Bailey, MIN",0.0,0.0,0,0.0,0.0,0.0,0,K
"Giorgio Tavecchio, ATL",0.0,0.0,0,0.0,0.0,0.0,0,K
"Nick Rose, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Kai Forbath, JAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Nick Novak, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Younghoe Koo, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Travis Coons, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Taylor Bertolet, NYJ",0.0,0.0,0,0.0,0.0,0.0,0,K
"Patrick Murray, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Marshall Koehn, NYG",0.0,0.0,0,0.0,0.0,0.0,0,K
"Tyler Davis, BUF",0.0,0.0,0,0.0,0.0,0.0,0,K
"Cairo Santos, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Sam Ficken, LAR",0.0,0.0,0,0.0,0.0,0.0,0,K
"Blair Walsh, SEA",0.0,0.0,0,0.0,0.0,0.0,0,K
